id,prerequisite_id,dependent_id,prerequisite_name,dependent_name,explanation,source
8c02c926-1d98-457a-b159-736ff943b9d4,aae1c055-2800-49b1-bc39-fe1ae8530be6,cf6ac079-4602-4c06-bbf7-01693215e181,Pythagorean trigonometric identity,Double angle formula for cosine (cos 2A),The double angle formula for cosine (cos 2A = cos²A – sin²A) directly uses the Pythagorean identity cos²A + sin²A = 1 to express cos 2A in terms of cos²A and sin²A.,7_Leaving Cert Maths-Trig_Formulae.pdf
58bbe10e-f8bf-4386-ae7d-84f5dc971433,aae1c055-2800-49b1-bc39-fe1ae8530be6,8a3365ed-dfc9-4e48-8c85-c2c4b5173572,Pythagorean trigonometric identity,Power-reduction formula for cosine squared,"The power-reduction formula for cosine squared (cos²A = ½ (1 + cos 2A)) is derived using the double angle formula for cosine, which itself depends on the Pythagorean identity.",7_Leaving Cert Maths-Trig_Formulae.pdf
c8762660-7791-4519-8193-2ad5d154641f,aae1c055-2800-49b1-bc39-fe1ae8530be6,2203365e-1ca3-4c8d-93d7-8c9dfa4948fd,Pythagorean trigonometric identity,Power-reduction formula for sine squared,"The power-reduction formula for sine squared (sin²A = ½ (1 – cos 2A)) is derived using the double angle formula for cosine, which relies on the Pythagorean identity.",7_Leaving Cert Maths-Trig_Formulae.pdf
cfa2669d-ecb1-4eee-a755-45d020c81353,cc5f37b1-3474-4d92-b2af-98e23fc3bcba,75d2a3ed-ba6b-41c3-b9b1-d952bcf54095,Cosine of difference formula,Product-to-sum formula: 2 cos A cos B,The product-to-sum formula 2 cos A cos B = cos(A+B) + cos(A–B) uses the cosine of sum and difference formulas to convert products into sums.,7_Leaving Cert Maths-Trig_Formulae.pdf
4263fce3-4db6-4729-a095-137e4886dc63,54d9ccde-027a-45d5-bffb-81434f805420,75d2a3ed-ba6b-41c3-b9b1-d952bcf54095,Cosine of sum formula,Product-to-sum formula: 2 cos A cos B,The product-to-sum formula 2 cos A cos B = cos(A+B) + cos(A–B) requires the cosine of sum formula to express cos(A+B).,7_Leaving Cert Maths-Trig_Formulae.pdf
6d7d9d90-3672-4cb2-8244-d21395aadade,cc5f37b1-3474-4d92-b2af-98e23fc3bcba,fd162a59-38ff-4418-a540-74d814b21527,Cosine of difference formula,Product-to-sum formula: 2 sin A sin B,The product-to-sum formula 2 sin A sin B = cos(A–B) – cos(A+B) uses the cosine of sum and difference formulas to rewrite products of sines as differences of cosines.,7_Leaving Cert Maths-Trig_Formulae.pdf
1253e8a5-65c2-432f-8061-1c29aa6d13ff,54d9ccde-027a-45d5-bffb-81434f805420,fd162a59-38ff-4418-a540-74d814b21527,Cosine of sum formula,Product-to-sum formula: 2 sin A sin B,The product-to-sum formula 2 sin A sin B = cos(A–B) – cos(A+B) requires the cosine of sum formula to express cos(A+B).,7_Leaving Cert Maths-Trig_Formulae.pdf
f101647d-aca7-4ac5-97cb-d8dba81b5938,833d41f8-cdb2-4b8b-aa10-d3aaff8a3c05,26e7c26e-7763-4d9d-aa0f-0fa461f26b1b,Sine of sum formula,Product-to-sum formula: 2 sin A cos B,The product-to-sum formula 2 sin A cos B = sin(A+B) + sin(A–B) uses the sine of sum and difference formulas to convert products into sums.,7_Leaving Cert Maths-Trig_Formulae.pdf
b936c29f-c491-4326-9f99-843efc75878a,90abef55-4f99-4a72-ad8c-ccf6bf5a8268,26e7c26e-7763-4d9d-aa0f-0fa461f26b1b,Sine of difference formula,Product-to-sum formula: 2 sin A cos B,The product-to-sum formula 2 sin A cos B = sin(A+B) + sin(A–B) requires the sine of difference formula to express sin(A–B).,7_Leaving Cert Maths-Trig_Formulae.pdf
9961861c-ba88-48d8-bac8-45b197035824,833d41f8-cdb2-4b8b-aa10-d3aaff8a3c05,7c3dcf00-8f84-4346-a4ea-4c00470614c9,Sine of sum formula,Product-to-sum formula: 2 cos A sin B,The product-to-sum formula 2 cos A sin B = sin(A+B) – sin(A–B) uses the sine of sum and difference formulas to express products as differences of sines.,7_Leaving Cert Maths-Trig_Formulae.pdf
