id,prerequisite_id,dependent_id,prerequisite_name,dependent_name,explanation,source
4ba41de4-9b47-40d4-b260-6f7682f46c88,e2c464eb-eef9-4e2c-9cd8-7e90ef4eaeb2,4019f276-5fe3-4e2b-bcc1-9c9cdb438c86,Pythagorean trigonometric identity,Double angle formula for cosine (cos 2A),"The double angle formula for cosine (cos 2A = cos²A – sin²A) directly uses the squares of sine and cosine, which are related through the Pythagorean identity.",7_Leaving Cert Maths-Trig_Formulae.pdf
71e4d6f3-9964-4fef-84f3-38e0a90af0b1,e2c464eb-eef9-4e2c-9cd8-7e90ef4eaeb2,ef3b4b30-b9ce-485a-902c-ce2fd3f4ac8b,Pythagorean trigonometric identity,Power-reduction formula for cosine squared,"The power-reduction formula for cosine squared expresses cos²A in terms of cos 2A, which is derived using the Pythagorean identity and double angle formulas.",7_Leaving Cert Maths-Trig_Formulae.pdf
65a79462-c08a-4ce4-bfc5-f420a6ebe1f1,e2c464eb-eef9-4e2c-9cd8-7e90ef4eaeb2,cd6a983a-c138-4d55-a163-a8be7d5bbb6b,Pythagorean trigonometric identity,Power-reduction formula for sine squared,"The power-reduction formula for sine squared expresses sin²A in terms of cos 2A, relying on the Pythagorean identity and double angle formulas.",7_Leaving Cert Maths-Trig_Formulae.pdf
8ec42a58-1e82-4335-9da1-a609979ade63,1d57ee8c-1f9d-459f-8616-4f671c3cfc08,98a504b7-4a75-4bbe-be80-939ef8153d27,Cosine of difference formula,Product-to-sum formula: 2 cos A cos B,"The product-to-sum formula for 2 cos A cos B is derived by adding the cosine sum and difference formulas, including the cosine of difference formula.",7_Leaving Cert Maths-Trig_Formulae.pdf
c80b65a1-4be3-4863-907e-68b8b3683dce,a7864a0e-a6db-4001-8d9d-06bc1529202c,98a504b7-4a75-4bbe-be80-939ef8153d27,Cosine of sum formula,Product-to-sum formula: 2 cos A cos B,"The product-to-sum formula for 2 cos A cos B is derived by adding the cosine sum and difference formulas, including the cosine of sum formula.",7_Leaving Cert Maths-Trig_Formulae.pdf
985bdc6c-9c6f-4ba5-bf38-a15022a9515d,c8afbf51-0da1-44c7-b073-35f059c038f7,51ca1f3b-a2af-4bc0-852f-cb64d7daf00f,Sine of sum formula,Product-to-sum formula: 2 sin A cos B,"The product-to-sum formula for 2 sin A cos B is derived by adding the sine sum and difference formulas, including the sine of sum formula.",7_Leaving Cert Maths-Trig_Formulae.pdf
2954e359-c1ec-45af-938a-39bd66c8fd2b,a8565a70-1a99-4016-963e-7fdda2d02279,51ca1f3b-a2af-4bc0-852f-cb64d7daf00f,Sine of difference formula,Product-to-sum formula: 2 sin A cos B,"The product-to-sum formula for 2 sin A cos B is derived by adding the sine sum and difference formulas, including the sine of difference formula.",7_Leaving Cert Maths-Trig_Formulae.pdf
bc396e31-b72d-49ca-8a06-5cd127208606,1d57ee8c-1f9d-459f-8616-4f671c3cfc08,1cecb42d-afa4-483a-ab61-5d200a87e504,Cosine of difference formula,Product-to-sum formula: 2 sin A sin B,"The product-to-sum formula for 2 sin A sin B is derived by subtracting the cosine sum formula from the cosine difference formula, involving the cosine of difference formula.",7_Leaving Cert Maths-Trig_Formulae.pdf
9c66545b-6f4d-48bb-a9c6-acd0932b2c93,a7864a0e-a6db-4001-8d9d-06bc1529202c,1cecb42d-afa4-483a-ab61-5d200a87e504,Cosine of sum formula,Product-to-sum formula: 2 sin A sin B,"The product-to-sum formula for 2 sin A sin B is derived by subtracting the cosine sum formula from the cosine difference formula, involving the cosine of sum formula.",7_Leaving Cert Maths-Trig_Formulae.pdf
c7a88426-843d-4212-82fd-84cc34ee986a,c8afbf51-0da1-44c7-b073-35f059c038f7,b838a4e4-0fd5-4c3f-b906-f32603e65b7a,Sine of sum formula,Product-to-sum formula: 2 cos A sin B,"The product-to-sum formula for 2 cos A sin B is derived by subtracting the sine difference formula from the sine sum formula, involving the sine of sum formula.",7_Leaving Cert Maths-Trig_Formulae.pdf
