id,name,explanation,broader_concept,strand,source
e2c464eb-eef9-4e2c-9cd8-7e90ef4eaeb2,Pythagorean trigonometric identity,The fundamental identity stating that the square of cosine of an angle plus the square of sine of the same angle equals one.,Trigonometric identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
2cc01574-7e02-41fa-84d8-944e48bc6782,Sine rule for triangle side ratios,"A formula relating the ratios of sides of a triangle to the sines of their opposite angles, used to solve triangles.",Trigonometric rules for triangles,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
283735a4-2b71-4284-91cc-d25f03f88dc8,Cosine rule for triangle side lengths,A formula expressing the length of one side of a triangle in terms of the other two sides and the cosine of the included angle.,Trigonometric rules for triangles,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
1d57ee8c-1f9d-459f-8616-4f671c3cfc08,Cosine of difference formula,An identity expressing cosine of the difference of two angles as the product of cosines plus the product of sines.,Angle sum and difference identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
a7864a0e-a6db-4001-8d9d-06bc1529202c,Cosine of sum formula,An identity expressing cosine of the sum of two angles as the product of cosines minus the product of sines.,Angle sum and difference identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
4019f276-5fe3-4e2b-bcc1-9c9cdb438c86,Double angle formula for cosine (cos 2A),An identity expressing cosine of twice an angle in terms of squares of cosine and sine of the original angle.,Double angle identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
c8afbf51-0da1-44c7-b073-35f059c038f7,Sine of sum formula,An identity expressing sine of the sum of two angles as the sum of products of sine and cosine of the individual angles.,Angle sum and difference identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
a8565a70-1a99-4016-963e-7fdda2d02279,Sine of difference formula,An identity expressing sine of the difference of two angles as the difference of products of sine and cosine of the individual angles.,Angle sum and difference identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
f8714945-18ba-459b-8aa5-de9c1250593a,Tangent of sum formula,An identity expressing tangent of the sum of two angles as a ratio involving tangents of the individual angles.,Angle sum and difference identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
4c21c9be-984a-4a34-a154-be838ca990c2,Tangent of difference formula,An identity expressing tangent of the difference of two angles as a ratio involving tangents of the individual angles.,Angle sum and difference identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
e44623e8-a1bb-4ea7-93fe-16a6c38d98f4,Double angle formula for sine (sin 2A),An identity expressing sine of twice an angle as twice the product of sine and cosine of the original angle.,Double angle identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
b7e2ed70-ab47-4716-b9be-c498010463d8,Alternate double angle formula for sine,"Another form of the double angle formula for sine, expressing sin 2A in terms of sine or cosine squared.",Double angle identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
de625501-4c39-4ab6-9073-9610daa00911,Alternate double angle formula for cosine,Forms of the double angle formula for cosine expressed using sine squared or cosine squared.,Double angle identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
768115d3-5414-4602-a55b-1b4f9db110d3,Double angle formula for tangent (tan 2A),An identity expressing tangent of twice an angle as a ratio involving tangent squared of the original angle.,Double angle identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
ef3b4b30-b9ce-485a-902c-ce2fd3f4ac8b,Power-reduction formula for cosine squared,An identity expressing cosine squared of an angle as half the sum of one and cosine of twice the angle.,Power-reduction identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
cd6a983a-c138-4d55-a163-a8be7d5bbb6b,Power-reduction formula for sine squared,An identity expressing sine squared of an angle as half the difference of one and cosine of twice the angle.,Power-reduction identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
98a504b7-4a75-4bbe-be80-939ef8153d27,Product-to-sum formula: 2 cos A cos B,An identity expressing twice the product of cosines of two angles as the sum of cosines of their sum and difference.,Product-to-sum identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
51ca1f3b-a2af-4bc0-852f-cb64d7daf00f,Product-to-sum formula: 2 sin A cos B,An identity expressing twice the product of sine and cosine of two angles as the sum of sines of their sum and difference.,Product-to-sum identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
1cecb42d-afa4-483a-ab61-5d200a87e504,Product-to-sum formula: 2 sin A sin B,An identity expressing twice the product of sines of two angles as the difference of cosines of their difference and sum.,Product-to-sum identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
b838a4e4-0fd5-4c3f-b906-f32603e65b7a,Product-to-sum formula: 2 cos A sin B,An identity expressing twice the product of cosine and sine of two angles as the difference of sines of their sum and difference.,Product-to-sum identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
1977a596-26d3-4fee-9af3-af9e55503564,Sum-to-product formula for cosine sum,An identity expressing the sum of cosines of two angles as twice the product of cosines of half their sum and half their difference.,Sum-to-product identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
9c61ce63-3f54-41cc-9a53-3066cec3bbda,Sum-to-product formula for cosine difference,An identity expressing the difference of cosines of two angles as negative twice the product of sines of half their sum and half their difference.,Sum-to-product identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
f424f16f-f64f-46ff-bca5-bb6f2a1c05aa,Sum-to-product formula for sine sum,An identity expressing the sum of sines of two angles as twice the product of sine of half their sum and cosine of half their difference.,Sum-to-product identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
b040eb46-6ead-4f15-871e-1a156a677ab6,Sum-to-product formula for sine difference,An identity expressing the difference of sines of two angles as twice the product of cosine of half their sum and sine of half their difference.,Sum-to-product identities,Trigonometry,7_Leaving Cert Maths-Trig_Formulae.pdf
a20a18d6-c0e9-4134-ac8d-9771e120df96,circle drawing with given radius,Constructing a circle using a compass with a specified radius from a given center point.,Geometric constructions,Synthetic geometry,4_Curriculum csvs - Geometry&Trig.csv
7d779fa2-2344-4b1f-acb4-32c5d90b2495,use of straight edge in geometric constructions,Using a straight edge tool to draw precise straight lines in geometric diagrams.,Geometric constructions,Synthetic geometry,4_Curriculum csvs - Geometry&Trig.csv
