id,name,explanation,broader_concept,strand,source
d170ccb0-44dd-4d58-a7b7-de05949ebaab,cos(A+B) = cos A cos B – sin A sin B (cosine addition formula),Concept referenced in relationship: cos(A+B) = cos A cos B – sin A sin B (cosine addition formula),Unknown,Unknown,7_Leaving Cert Maths-Trig_Formulae.pdf
220028e5-2e7e-49ff-8d86-89981c7ef4c8,cos 2A = cos^2 A – sin^2 A (double-angle cosine formula),Concept referenced in relationship: cos 2A = cos^2 A – sin^2 A (double-angle cosine formula),Unknown,Unknown,7_Leaving Cert Maths-Trig_Formulae.pdf
aaabba88-18f2-4c29-921b-ed032f4b14fe,sin(A+B) = sin A cos B + cos A sin B (sine addition formula),Concept referenced in relationship: sin(A+B) = sin A cos B + cos A sin B (sine addition formula),Unknown,Unknown,7_Leaving Cert Maths-Trig_Formulae.pdf
d977996c-c9fb-4d99-9880-1e586e536335,sin 2A = 2 sin A cos A (double-angle sine formula),Concept referenced in relationship: sin 2A = 2 sin A cos A (double-angle sine formula),Unknown,Unknown,7_Leaving Cert Maths-Trig_Formulae.pdf
3d044b0d-c0b1-4745-8fe1-365b490ec837,sin(A+B) and cos(A+B) (sine and cosine addition formulae),Concept referenced in relationship: sin(A+B) and cos(A+B) (sine and cosine addition formulae),Unknown,Unknown,7_Leaving Cert Maths-Trig_Formulae.pdf
7476ac50-f665-4f58-80c9-7679942532c8,tan(A+B) = (tan A + tan B) / (1 – tan A tan B) (tangent addition formula),Concept referenced in relationship: tan(A+B) = (tan A + tan B) / (1 – tan A tan B) (tangent addition formula),Unknown,Unknown,7_Leaving Cert Maths-Trig_Formulae.pdf
d61d1b14-861f-4152-9295-09a56749ab83,tan 2A (double-angle tangent formula),Concept referenced in relationship: tan 2A (double-angle tangent formula),Unknown,Unknown,7_Leaving Cert Maths-Trig_Formulae.pdf
730e4c64-6712-443c-b551-544563480ddd,cos(A+B) and cos(A–B) (cosine addition and subtraction formulae),Concept referenced in relationship: cos(A+B) and cos(A–B) (cosine addition and subtraction formulae),Unknown,Unknown,7_Leaving Cert Maths-Trig_Formulae.pdf
dc856858-468d-400d-92ce-3e9c05b90f1a,2 cos A cos B = cos(A+B) + cos(A–B) (product-to-sum cosine identity),Concept referenced in relationship: 2 cos A cos B = cos(A+B) + cos(A–B) (product-to-sum cosine identity),Unknown,Unknown,7_Leaving Cert Maths-Trig_Formulae.pdf
a28fc516-28c7-426c-82d2-7baacfa586ef,"product-to-sum identities (e.g., 2 cos A cos B = cos(A+B) + cos(A–B))","Concept referenced in relationship: product-to-sum identities (e.g., 2 cos A cos B = cos(A+B) + cos(A–B))",Unknown,Unknown,7_Leaving Cert Maths-Trig_Formulae.pdf
62e35ad7-6e4b-473d-9e60-e9759806577a,"sum-to-product identities (e.g., cos A + cos B = 2 cos((A+B)/2) cos((A–B)/2))","Concept referenced in relationship: sum-to-product identities (e.g., cos A + cos B = 2 cos((A+B)/2) cos((A–B)/2))",Unknown,Unknown,7_Leaving Cert Maths-Trig_Formulae.pdf
168cb420-c6b5-43c5-980f-aac2357f29be,cos^2 A + sin^2 A = 1 (Pythagorean identity),Concept referenced in relationship: cos^2 A + sin^2 A = 1 (Pythagorean identity),Unknown,Unknown,7_Leaving Cert Maths-Trig_Formulae.pdf
79930e6e-fee2-4b8c-97b3-d4985da5a36e,cos^2 A = 1/2 (1 + cos 2A) and sin^2 A = 1/2 (1 – cos 2A) (power-reduction identities),Concept referenced in relationship: cos^2 A = 1/2 (1 + cos 2A) and sin^2 A = 1/2 (1 – cos 2A) (power-reduction identities),Unknown,Unknown,7_Leaving Cert Maths-Trig_Formulae.pdf
f5c9f149-4e05-46b3-b6a7-66843bf9fd13,2 sin A sin B = cos(A–B) – cos(A+B) (product-to-sum sine identity),Concept referenced in relationship: 2 sin A sin B = cos(A–B) – cos(A+B) (product-to-sum sine identity),Unknown,Unknown,7_Leaving Cert Maths-Trig_Formulae.pdf
