id,prerequisite_id,dependent_id,prerequisite_name,dependent_name,explanation,source
c6d18504-1414-4a2e-8520-d4a5d2d8d519,d170ccb0-44dd-4d58-a7b7-de05949ebaab,220028e5-2e7e-49ff-8d86-89981c7ef4c8,cos(A+B) = cos A cos B – sin A sin B (cosine addition formula),cos 2A = cos^2 A – sin^2 A (double-angle cosine formula),Setting B = A in the cosine addition formula yields the double-angle formula for cosine directly (cos 2A = cos(A+A)).,7_Leaving Cert Maths-Trig_Formulae.pdf
5cf790dc-1bbc-42f5-a40a-445705d9a101,aaabba88-18f2-4c29-921b-ed032f4b14fe,d977996c-c9fb-4d99-9880-1e586e536335,sin(A+B) = sin A cos B + cos A sin B (sine addition formula),sin 2A = 2 sin A cos A (double-angle sine formula),Setting B = A in the sine addition formula gives sin 2A = sin(A+A) = 2 sin A cos A.,7_Leaving Cert Maths-Trig_Formulae.pdf
a32dfb6d-263a-4502-b4dc-9ef1bce98a5b,3d044b0d-c0b1-4745-8fe1-365b490ec837,7476ac50-f665-4f58-80c9-7679942532c8,sin(A+B) and cos(A+B) (sine and cosine addition formulae),tan(A+B) = (tan A + tan B) / (1 – tan A tan B) (tangent addition formula),"The tangent addition formula is derived by taking sin(A+B)/cos(A+B), so the sine and cosine addition formulae are directly needed.",7_Leaving Cert Maths-Trig_Formulae.pdf
02b7b207-df74-410b-bf38-8c1a661488c1,7476ac50-f665-4f58-80c9-7679942532c8,d61d1b14-861f-4152-9295-09a56749ab83,tan(A+B) = (tan A + tan B) / (1 – tan A tan B) (tangent addition formula),tan 2A (double-angle tangent formula),The double-angle tangent formula is obtained by setting B = A in the tangent addition formula (tan 2A = tan(A+A)).,7_Leaving Cert Maths-Trig_Formulae.pdf
5e8de4c4-0e3f-4e55-9127-bd11f177ebeb,730e4c64-6712-443c-b551-544563480ddd,dc856858-468d-400d-92ce-3e9c05b90f1a,cos(A+B) and cos(A–B) (cosine addition and subtraction formulae),2 cos A cos B = cos(A+B) + cos(A–B) (product-to-sum cosine identity),Adding the cosine addition and subtraction formulae yields the product-to-sum identity 2 cos A cos B = cos(A+B)+cos(A–B).,7_Leaving Cert Maths-Trig_Formulae.pdf
5997c299-ed90-490a-88ee-dba70e260c92,a28fc516-28c7-426c-82d2-7baacfa586ef,62e35ad7-6e4b-473d-9e60-e9759806577a,"product-to-sum identities (e.g., 2 cos A cos B = cos(A+B) + cos(A–B))","sum-to-product identities (e.g., cos A + cos B = 2 cos((A+B)/2) cos((A–B)/2))",Sum-to-product formulae are obtained by algebraic manipulation of product-to-sum relations (or vice versa); the product-to-sum identities listed earlier are used to derive the sum-to-product forms.,7_Leaving Cert Maths-Trig_Formulae.pdf
4d884926-7db7-4ed4-89b3-f617faf23fad,168cb420-c6b5-43c5-980f-aac2357f29be,79930e6e-fee2-4b8c-97b3-d4985da5a36e,cos^2 A + sin^2 A = 1 (Pythagorean identity),cos^2 A = 1/2 (1 + cos 2A) and sin^2 A = 1/2 (1 – cos 2A) (power-reduction identities),The power-reduction formulae are derived by combining the Pythagorean identity with the double-angle cosine identity to express squared sine and cosine in terms of cos 2A.,7_Leaving Cert Maths-Trig_Formulae.pdf
5898b611-bbde-4bc6-b5f4-bd5401d5e731,730e4c64-6712-443c-b551-544563480ddd,f5c9f149-4e05-46b3-b6a7-66843bf9fd13,cos(A+B) and cos(A–B) (cosine addition and subtraction formulae),2 sin A sin B = cos(A–B) – cos(A+B) (product-to-sum sine identity),"Subtracting the cosine addition and subtraction formulae gives the product-to-sum identity for 2 sin A sin B = cos(A–B) – cos(A+B), as listed.",7_Leaving Cert Maths-Trig_Formulae.pdf
f88bf9d5-3599-46dd-b0f0-a78d1f49a158,1058bb5c-0a36-4899-ab0c-f5cbae5151d6,7de79477-96fc-45e9-95a3-3aa173f88eb3,sin(A–B) and cos(A–B) (sine and cosine subtraction formulae),tan(A–B) = (tan A – tan B) / (1 + tan A tan B) (tangent subtraction formula),"The tangent subtraction formula follows from tan(A–B) = sin(A–B)/cos(A–B), so the sine and cosine subtraction formulae are directly required.",7_Leaving Cert Maths-Trig_Formulae.pdf
f36b54fd-db14-4ebe-abbf-0d5fffef5e95,1058bb5c-0a36-4899-ab0c-f5cbae5151d6,f5c9f149-4e05-46b3-b6a7-66843bf9fd13,sin(A–B) and cos(A–B) (sine and cosine subtraction formulae),2 sin A sin B = cos(A–B) – cos(A+B) (product-to-sum sine identity),The product-to-sum sine identity is derived by combining the sine and cosine addition/subtraction formulas (specifically forming cos(A–B) – cos(A+B)).,4_Curriculum csvs - Geometry&Trig.csv
