id,prerequisite_id,dependent_id,prerequisite_name,dependent_name,explanation,source
e9798b88-d48b-4a31-ab68-8338c1cda028,926d5ce3-51de-4a80-a599-0e4fc81de8b4,74d2755d-8254-4764-9b20-b66e8169fd26,Pythagorean trigonometric identity,Double angle formula for cosine (cos 2A),"The double angle formula for cosine (cos 2A = cos²A – sin²A) uses the squares of sine and cosine, which are related by the Pythagorean identity cos²A + sin²A = 1.",7_Leaving Cert Maths-Trig_Formulae.pdf
0dab095b-6556-48c6-b381-5264e77cbb13,926d5ce3-51de-4a80-a599-0e4fc81de8b4,c97f0d7f-cec1-40d9-9247-b9685eca1055,Pythagorean trigonometric identity,Power-reduction formula for cosine squared,"The power-reduction formula for cosine squared expresses cos²A in terms of cos 2A, which is derived using the Pythagorean identity.",7_Leaving Cert Maths-Trig_Formulae.pdf
b609bbf8-8e29-473e-b645-b80c89ee6878,926d5ce3-51de-4a80-a599-0e4fc81de8b4,40ce97d9-da69-4f47-a53b-d909d75d7ab6,Pythagorean trigonometric identity,Power-reduction formula for sine squared,"The power-reduction formula for sine squared expresses sin²A in terms of cos 2A, which relies on the Pythagorean identity.",7_Leaving Cert Maths-Trig_Formulae.pdf
d54a8513-290c-41a3-b33c-73d8aad65caa,7172853d-4707-418c-90d8-e1385022f115,33ea042f-bb16-4c31-9293-45cdb6479999,Cosine of sum of angles formula,Product-to-sum formula for 2 cos A cos B,The product-to-sum formula for 2 cos A cos B is derived by adding the cosine of sum and difference formulas.,7_Leaving Cert Maths-Trig_Formulae.pdf
c711602d-6e2c-4c70-8847-44f1436d9edb,df56455e-9505-4be6-b161-e406f0a3d26f,33ea042f-bb16-4c31-9293-45cdb6479999,Cosine of difference of angles formula,Product-to-sum formula for 2 cos A cos B,The product-to-sum formula for 2 cos A cos B is derived by adding the cosine of sum and difference formulas.,7_Leaving Cert Maths-Trig_Formulae.pdf
5a7ef936-a81d-4977-a1f2-259b033572b3,22059f73-3ca1-4ab2-bfd3-90a946c10aec,d27fec33-ec4f-4d1f-bd75-19bfbd1b36b0,Sine of sum of angles formula,Product-to-sum formula for 2 sin A cos B,The product-to-sum formula for 2 sin A cos B is derived by adding the sine of sum and difference formulas.,7_Leaving Cert Maths-Trig_Formulae.pdf
519d89ca-db09-4f9f-bffe-66c3bf442163,1aa40ad1-7e30-4e14-866e-17edcecb18d8,d27fec33-ec4f-4d1f-bd75-19bfbd1b36b0,Sine of difference of angles formula,Product-to-sum formula for 2 sin A cos B,The product-to-sum formula for 2 sin A cos B is derived by adding the sine of sum and difference formulas.,7_Leaving Cert Maths-Trig_Formulae.pdf
ae2e5a7f-1e2b-457d-9013-30a720bef3cd,df56455e-9505-4be6-b161-e406f0a3d26f,7272c498-874f-447f-8771-3bba323bee70,Cosine of difference of angles formula,Product-to-sum formula for 2 sin A sin B,The product-to-sum formula for 2 sin A sin B is derived by subtracting the cosine of sum from the cosine of difference formulas.,7_Leaving Cert Maths-Trig_Formulae.pdf
f4028a1f-3c88-4846-96dc-b1d3f38018b4,7172853d-4707-418c-90d8-e1385022f115,7272c498-874f-447f-8771-3bba323bee70,Cosine of sum of angles formula,Product-to-sum formula for 2 sin A sin B,The product-to-sum formula for 2 sin A sin B is derived by subtracting the cosine of sum from the cosine of difference formulas.,7_Leaving Cert Maths-Trig_Formulae.pdf
f36a9b10-cbe0-47b0-b7e5-726c0ebbc48d,22059f73-3ca1-4ab2-bfd3-90a946c10aec,27eec010-1718-491c-9dba-b5544519a6bf,Sine of sum of angles formula,Product-to-sum formula for 2 cos A sin B,The product-to-sum formula for 2 cos A sin B is derived by subtracting the sine of difference from the sine of sum formulas.,7_Leaving Cert Maths-Trig_Formulae.pdf
99b39ba0-523a-4e83-8f77-aa3ec360c549,1aa40ad1-7e30-4e14-866e-17edcecb18d8,27eec010-1718-491c-9dba-b5544519a6bf,Sine of difference of angles formula,Product-to-sum formula for 2 cos A sin B,The product-to-sum formula for 2 cos A sin B is derived by subtracting the sine of difference from the sine of sum formulas.,7_Leaving Cert Maths-Trig_Formulae.pdf
d85c4002-e353-490b-b60e-116300977df9,7172853d-4707-418c-90d8-e1385022f115,bac39f9c-2ab8-4d75-b1ac-c21e4a6bbbe1,Cosine of sum of angles formula,Sum-to-product formula for cos A + cos B,The sum-to-product formula for cos A + cos B is derived using the cosine of sum formula.,7_Leaving Cert Maths-Trig_Formulae.pdf
1365e4db-93f5-4766-b148-9b7a30ee8d96,df56455e-9505-4be6-b161-e406f0a3d26f,bac39f9c-2ab8-4d75-b1ac-c21e4a6bbbe1,Cosine of difference of angles formula,Sum-to-product formula for cos A + cos B,The sum-to-product formula for cos A + cos B is derived using the cosine of difference formula.,7_Leaving Cert Maths-Trig_Formulae.pdf
560543f2-0e56-4a93-ac1d-87b9d402850c,7172853d-4707-418c-90d8-e1385022f115,953ba555-b4c0-4c34-9716-feec8d9717da,Cosine of sum of angles formula,Sum-to-product formula for cos A – cos B,The sum-to-product formula for cos A – cos B is derived using the cosine of sum formula.,7_Leaving Cert Maths-Trig_Formulae.pdf
390d6fc4-c307-4638-b4d9-cd5266d1027d,df56455e-9505-4be6-b161-e406f0a3d26f,953ba555-b4c0-4c34-9716-feec8d9717da,Cosine of difference of angles formula,Sum-to-product formula for cos A – cos B,The sum-to-product formula for cos A – cos B is derived using the cosine of difference formula.,7_Leaving Cert Maths-Trig_Formulae.pdf
f4957746-0618-479e-9300-4e30ed44a2cc,22059f73-3ca1-4ab2-bfd3-90a946c10aec,503b2d7d-c6fa-4088-8554-da4772b8efe9,Sine of sum of angles formula,Sum-to-product formula for sin A + sin B,The sum-to-product formula for sin A + sin B is derived using the sine of sum formula.,7_Leaving Cert Maths-Trig_Formulae.pdf
a37042b9-0298-4eba-a71d-233ca27976f3,1aa40ad1-7e30-4e14-866e-17edcecb18d8,503b2d7d-c6fa-4088-8554-da4772b8efe9,Sine of difference of angles formula,Sum-to-product formula for sin A + sin B,The sum-to-product formula for sin A + sin B is derived using the sine of difference formula.,7_Leaving Cert Maths-Trig_Formulae.pdf
49c4a3c3-8621-47d7-ae30-46e8b78d255d,22059f73-3ca1-4ab2-bfd3-90a946c10aec,b7d7c4cb-f776-4435-bfab-74666949a172,Sine of sum of angles formula,Sum-to-product formula for sin A – sin B,The sum-to-product formula for sin A – sin B is derived using the sine of sum formula.,7_Leaving Cert Maths-Trig_Formulae.pdf
a462b27d-3855-4d43-a2e1-459553cb1ba3,1aa40ad1-7e30-4e14-866e-17edcecb18d8,b7d7c4cb-f776-4435-bfab-74666949a172,Sine of difference of angles formula,Sum-to-product formula for sin A – sin B,The sum-to-product formula for sin A – sin B is derived using the sine of difference formula.,7_Leaving Cert Maths-Trig_Formulae.pdf
8bba51ff-9d87-4b7d-9185-1144255e0132,22059f73-3ca1-4ab2-bfd3-90a946c10aec,efb5b1dc-d201-4d8c-a1a8-bb8a95bc90c1,Sine of sum of angles formula,Tangent of sum of angles formula,The tangent of sum of angles formula is derived using the sine and cosine of sum formulas.,7_Leaving Cert Maths-Trig_Formulae.pdf
4e249fed-befb-4e12-87cb-32108cc86327,1aa40ad1-7e30-4e14-866e-17edcecb18d8,eb6e9d21-5271-4f5f-8f24-a937d4f4c02d,Sine of difference of angles formula,Tangent of difference of angles formula,The tangent of difference of angles formula is derived using the sine and cosine of difference formulas.,7_Leaving Cert Maths-Trig_Formulae.pdf
73e3eaea-449e-482c-98b3-3e06b122b367,efb5b1dc-d201-4d8c-a1a8-bb8a95bc90c1,41f2ef1a-f5c2-40c6-8ba5-58e53d108f40,Tangent of sum of angles formula,Double angle formula for tangent,The double angle formula for tangent is derived from the tangent of sum of angles formula by setting B = A.,7_Leaving Cert Maths-Trig_Formulae.pdf
15ead6f8-cbce-4681-9b5d-1081333cf346,86a6625b-3733-45d3-860e-e2d0e49213c9,cb35816c-1a58-404d-a800-d73f94b55296,use of straight edge in geometric constructions,circle drawing with given radius,"Drawing a circle of given radius requires use of a compass and straight edge to construct geometric diagrams accurately, as indicated in the synthetic geometry topic where instruments are used appropriately.",4_Curriculum csvs - Geometry&Trig.csv
6eb0d39b-5fdf-45a5-b424-c26631876295,2892a9e3-1059-4835-a4e0-82dc6d0e83b9,cb35816c-1a58-404d-a800-d73f94b55296,use of compass in geometric constructions,circle drawing with given radius,"Drawing a circle of given radius explicitly requires the use of a compass, as stated in the synthetic geometry topic on constructions.",4_Curriculum csvs - Geometry&Trig.csv
c14f3c3a-8e24-45e2-a9a4-6d57870a2065,b7174c39-58b8-4c0e-8193-f93fd975d125,86a6625b-3733-45d3-860e-e2d0e49213c9,use of ruler in geometric constructions,use of straight edge in geometric constructions,"Using a ruler supports the ability to use a straight edge for drawing precise straight lines in geometric diagrams, as both are instruments for accurate constructions mentioned together.",4_Curriculum csvs - Geometry&Trig.csv
83016169-e2bb-4753-baf4-5098e51a77c6,2aad1eb0-f2b6-4680-970d-0a89d07a55e2,fa0dd3cf-bcb6-46e6-9228-62175d3ca716,use of protractor in geometric constructions,use of set square in geometric constructions,"Using a protractor to measure angles supports the use of a set square for drawing specific angles and perpendicular lines, both involved in precise geometric constructions.",4_Curriculum csvs - Geometry&Trig.csv
2517df06-2320-48e5-ba7d-5b98e044b290,5eb4e9a2-efc1-4e08-b27f-3ce7846270d3,69f12b52-07fb-4edd-9db9-9534268d8dd9,application of Pythagorean theorem to right-angled triangle problems,use of trigonometric ratios in right-angled triangles,"Understanding and applying the Pythagorean theorem is foundational before using trigonometric ratios to solve right-angled triangle problems, as indicated in the trigonometry topics.",4_Curriculum csvs - Geometry&Trig.csv
1cb835f8-d1f7-4351-a582-4cd330168d8d,5eb4e9a2-efc1-4e08-b27f-3ce7846270d3,cfcb0ba1-3b5b-40c9-9b22-bd6aae36df16,application of Pythagorean theorem to right-angled triangle problems,application of trigonometric formulae 1-24,"The Pythagorean theorem provides foundational knowledge for solving problems with sine and cosine rules in triangles, as these rules generalize the Pythagorean theorem to any triangle.",4_Curriculum csvs - Geometry&Trig.csv
b945c3c7-a04a-49f1-9640-1286a0b58530,e7e2595f-30da-415b-9b21-db69f4bc61e9,85776ffe-4edc-4b76-8cae-3572caaf6aef,definition of sine and cosine for all angle values,definition of tangent function,"The tangent function is defined as the ratio of sine to cosine, so understanding sine and cosine definitions for all angles is necessary before defining tangent.",4_Curriculum csvs - Geometry&Trig.csv
